disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
Bathing suit ichthyosis,27791,2,18,15,14,1,20,2,18,0.7777777777777778,0.1111111111111111,0.9333333333333333,0.7777777777777778,0.1,0.1111111111111111
Familial hypofibrinogenemia,31856,7,4,20,1,19,21,3,18,0.25,0.75,0.05,0.25,0.14285714285714285,0.75
X-linked Charcot-Marie-Tooth disease type 4,27530,4,16,22,2,20,18,0,18,0.125,0.0,0.09090909090909091,0.125,0.0,0.0
X-linked Charcot-Marie-Tooth disease type 1,27530,3,16,26,2,24,18,3,15,0.125,0.1875,0.07692307692307693,0.125,0.16666666666666666,0.1875
Invasive mole,37906,12,2,27,0,27,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0
Cushing syndrome due to ectopic ACTH secretion,32234,3,83,18,12,6,35,10,25,0.14457831325301204,0.12048192771084337,0.6666666666666666,0.14457831325301204,0.2857142857142857,0.12048192771084337
Atypical teratoid rhabdoid tumor,33519,0,16,17,3,14,23,0,23,0.1875,0.0,0.17647058823529413,0.1875,0.0,0.0
O'Sullivan-McLeod syndrome,27695,3,14,17,12,5,28,1,27,0.8571428571428571,0.07142857142857142,0.7058823529411765,0.8571428571428571,0.03571428571428571,0.07142857142857142
Placental site trophoblastic tumor,32514,7,4,26,3,23,18,0,18,0.75,0.0,0.11538461538461539,0.75,0.0,0.0
Hydatidiform mole,95138,15,7,29,3,26,35,3,32,0.42857142857142855,0.42857142857142855,0.10344827586206896,0.42857142857142855,0.08571428571428572,0.42857142857142855
Adenocarcinoma of the esophagus,32545,10,10,18,10,8,28,4,24,1.0,0.4,0.5555555555555556,1.0,0.14285714285714285,0.4
Well-differentiated liposarcoma,32546,6,3,21,4,17,30,0,30,1.3333333333333333,0.0,0.19047619047619047,1.3333333333333333,0.0,0.0
Pleomorphic liposarcoma,32555,10,2,23,2,21,26,0,26,1.0,0.0,0.08695652173913043,1.0,0.0,0.0
Myxoid/round cell liposarcoma,32553,8,3,20,3,17,27,1,26,1.0,0.3333333333333333,0.15,1.0,0.037037037037037035,0.3333333333333333
Lassa fever,37859,18,28,25,9,16,27,10,17,0.32142857142857145,0.35714285714285715,0.36,0.32142857142857145,0.37037037037037035,0.35714285714285715
Nipah virus disease,32352,4,17,16,15,1,19,4,15,0.8823529411764706,0.23529411764705882,0.9375,0.8823529411764706,0.21052631578947367,0.23529411764705882
Haddad syndrome,28239,0,19,29,0,29,39,0,39,0.0,0.0,0.0,0.0,0.0,0.0
LIG4 syndrome,30146,0,35,17,13,4,23,0,23,0.37142857142857144,0.0,0.7647058823529411,0.37142857142857144,0.0,0.0
Thymic carcinoma,32257,7,13,18,14,4,22,5,17,1.0769230769230769,0.38461538461538464,0.7777777777777778,1.0769230769230769,0.22727272727272727,0.38461538461538464
Dengue fever,95170,17,22,18,4,14,27,7,20,0.18181818181818182,0.3181818181818182,0.2222222222222222,0.18181818181818182,0.25925925925925924,0.3181818181818182
X-linked Charcot-Marie-Tooth disease type 5,30728,0,19,17,7,10,18,2,16,0.3684210526315789,0.10526315789473684,0.4117647058823529,0.3684210526315789,0.1111111111111111,0.10526315789473684
Adult-onset foveomacular vitelliform dystrophy,32189,8,9,18,10,8,29,5,24,1.1111111111111112,0.5555555555555556,0.5555555555555556,1.1111111111111112,0.1724137931034483,0.5555555555555556
Spastic paraplegia type 2,30156,1,17,23,7,16,20,0,20,0.4117647058823529,0.0,0.30434782608695654,0.4117647058823529,0.0,0.0
Familial afibrinogenemia,32216,15,7,23,4,19,28,1,27,0.5714285714285714,0.14285714285714285,0.17391304347826086,0.5714285714285714,0.03571428571428571,0.14285714285714285
Familial dysfibrinogenemia,32216,18,5,26,7,19,29,3,26,1.4,0.6,0.2692307692307692,1.4,0.10344827586206896,0.6
Typhoid,33474,3,27,17,18,-1,19,5,14,0.6666666666666666,0.18518518518518517,1.0588235294117647,0.6666666666666666,0.2631578947368421,0.18518518518518517
Mosaic trisomy 9 syndrome,33458,2,62,17,17,0,33,4,29,0.27419354838709675,0.06451612903225806,1.0,0.27419354838709675,0.12121212121212122,0.06451612903225806
Pontiac fever,33473,14,5,17,5,12,16,4,12,1.0,0.8,0.29411764705882354,1.0,0.25,0.8
Acetazolamide-responsive myotonia,33515,5,12,17,13,4,16,1,15,1.0833333333333333,0.08333333333333333,0.7647058823529411,1.0833333333333333,0.0625,0.08333333333333333
Kienbock disease,32480,9,7,16,7,9,18,3,15,1.0,0.42857142857142855,0.4375,1.0,0.16666666666666666,0.42857142857142855
Bohring-Opitz syndrome,31594,5,65,78,21,57,25,5,20,0.3230769230769231,0.07692307692307693,0.2692307692307692,0.3230769230769231,0.2,0.07692307692307693
Thoracic outlet syndrome,98466,12,11,27,1,26,23,2,21,0.09090909090909091,0.18181818181818182,0.037037037037037035,0.09090909090909091,0.08695652173913043,0.18181818181818182
Riboflavin transporter deficiency,32236,1,35,21,23,-2,30,4,26,0.6571428571428571,0.11428571428571428,1.0952380952380953,0.6571428571428571,0.13333333333333333,0.11428571428571428
Carney-Stratakis syndrome,28724,6,10,19,9,10,25,0,25,0.9,0.0,0.47368421052631576,0.9,0.0,0.0
Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,27529,2,32,17,11,6,32,4,28,0.34375,0.125,0.6470588235294118,0.34375,0.125,0.125
Thyroid hypoplasia,32888,3,15,20,14,6,28,6,22,0.9333333333333333,0.4,0.7,0.9333333333333333,0.21428571428571427,0.4
Thyroid hemiagenesis,32898,1,27,20,11,9,8,1,7,0.4074074074074074,0.037037037037037035,0.55,0.4074074074074074,0.125,0.037037037037037035
Athyreosis,32897,2,25,15,15,0,21,3,18,0.6,0.12,1.0,0.6,0.14285714285714285,0.12
Thyroid ectopia,32901,3,25,15,15,0,21,7,14,0.6,0.28,1.0,0.6,0.3333333333333333,0.28
"48,XXXY syndrome",32804,5,62,45,43,2,39,7,32,0.6935483870967742,0.11290322580645161,0.9555555555555556,0.6935483870967742,0.1794871794871795,0.11290322580645161
Koolen-De Vries syndrome,32595,3,60,99,29,70,37,6,31,0.48333333333333334,0.1,0.29292929292929293,0.48333333333333334,0.16216216216216217,0.1
Recombinant 8 syndrome,30425,0,46,17,14,3,19,2,17,0.30434782608695654,0.043478260869565216,0.8235294117647058,0.30434782608695654,0.10526315789473684,0.043478260869565216
Distal deletion 19p syndrome,39043,13,23,27,2,25,35,3,32,0.08695652173913043,0.13043478260869565,0.07407407407407407,0.08695652173913043,0.08571428571428572,0.13043478260869565
Distal deletion 6p syndrome,30573,3,39,54,32,22,33,3,30,0.8205128205128205,0.07692307692307693,0.5925925925925926,0.8205128205128205,0.09090909090909091,0.07692307692307693
Mosaic trisomy 8 syndrome,32491,2,42,17,15,2,24,2,22,0.35714285714285715,0.047619047619047616,0.8823529411764706,0.35714285714285715,0.08333333333333333,0.047619047619047616
20p12.3 microdeletion syndrome,39278,19,23,29,2,27,21,2,19,0.08695652173913043,0.08695652173913043,0.06896551724137931,0.08695652173913043,0.09523809523809523,0.08695652173913043
Paternal 20q13.2q13.3 microdeletion syndrome,32465,4,24,19,5,14,27,2,25,0.20833333333333334,0.08333333333333333,0.2631578947368421,0.20833333333333334,0.07407407407407407,0.08333333333333333
Trisomy 20p syndrome,39312,18,71,30,3,27,36,6,30,0.04225352112676056,0.08450704225352113,0.1,0.04225352112676056,0.16666666666666666,0.08450704225352113
Distal 22q11.2 microdeletion syndrome,30708,4,60,17,16,1,39,9,30,0.26666666666666666,0.15,0.9411764705882353,0.26666666666666666,0.23076923076923078,0.15
Distal 22q11.2 microduplication syndrome,32995,1,57,17,17,0,27,3,24,0.2982456140350877,0.05263157894736842,1.0,0.2982456140350877,0.1111111111111111,0.05263157894736842
Trisomy 1q syndrome,32991,1,42,35,33,2,28,1,27,0.7857142857142857,0.023809523809523808,0.9428571428571428,0.7857142857142857,0.03571428571428571,0.023809523809523808
2p15p16.1 microdeletion syndrome,39278,13,77,29,4,25,29,2,27,0.05194805194805195,0.025974025974025976,0.13793103448275862,0.05194805194805195,0.06896551724137931,0.025974025974025976
16p11.2p12.2 microdeletion syndrome,33186,3,43,17,6,11,31,3,28,0.13953488372093023,0.06976744186046512,0.35294117647058826,0.13953488372093023,0.0967741935483871,0.06976744186046512
16p13.11 microdeletion syndrome,33186,3,40,16,16,0,33,4,29,0.4,0.1,1.0,0.4,0.12121212121212122,0.1
16p13.11 microduplication syndrome,33180,3,19,18,14,4,32,2,30,0.7368421052631579,0.10526315789473684,0.7777777777777778,0.7368421052631579,0.0625,0.10526315789473684
16q24.3 microdeletion syndrome,32429,5,47,105,13,92,26,2,24,0.2765957446808511,0.0425531914893617,0.12380952380952381,0.2765957446808511,0.07692307692307693,0.0425531914893617
17q12 microdeletion syndrome,32429,5,21,102,8,94,33,3,30,0.38095238095238093,0.14285714285714285,0.0784313725490196,0.38095238095238093,0.09090909090909091,0.14285714285714285
17q12 microduplication syndrome,32869,1,17,19,1,18,33,4,29,0.058823529411764705,0.23529411764705882,0.05263157894736842,0.058823529411764705,0.12121212121212122,0.23529411764705882
17q23.1q23.2 microdeletion syndrome,32429,4,46,100,13,87,24,3,21,0.2826086956521739,0.06521739130434782,0.13,0.2826086956521739,0.125,0.06521739130434782
Trisomy 17p syndrome,33149,4,50,17,18,-1,29,7,22,0.36,0.14,1.0588235294117647,0.36,0.2413793103448276,0.14
Distal 7q11.23 microduplication syndrome,33336,10,14,19,10,9,28,3,25,0.7142857142857143,0.21428571428571427,0.5263157894736842,0.7142857142857143,0.10714285714285714,0.21428571428571427
Iatrogenic botulism,32473,8,13,20,9,11,27,3,24,0.6923076923076923,0.23076923076923078,0.45,0.6923076923076923,0.1111111111111111,0.23076923076923078
14q11.2 microdeletion syndrome,32466,1,25,22,2,20,27,1,26,0.08,0.04,0.09090909090909091,0.08,0.037037037037037035,0.04
Monosomy 9p syndrome,31535,4,58,66,47,19,38,8,30,0.8103448275862069,0.13793103448275862,0.7121212121212122,0.8103448275862069,0.21052631578947367,0.13793103448275862
Cleft palate-congenital heart defect-intellectual disability syndrome due to 15q14 microdeletion,28633,3,28,17,14,3,21,4,17,0.5,0.14285714285714285,0.8235294117647058,0.5,0.19047619047619047,0.14285714285714285
FOXG1 syndrome due to 14q12 microdeletion,39034,19,29,27,2,25,30,2,28,0.06896551724137931,0.06896551724137931,0.07407407407407407,0.06896551724137931,0.06666666666666667,0.06896551724137931
16p11.2p12.2 microduplication syndrome,33199,11,14,17,6,11,23,1,22,0.42857142857142855,0.07142857142857142,0.35294117647058826,0.42857142857142855,0.043478260869565216,0.07142857142857142
8p11.2 deletion syndrome,33099,2,36,25,26,-1,30,4,26,0.7222222222222222,0.1111111111111111,1.04,0.7222222222222222,0.13333333333333333,0.1111111111111111
6q25.2q25.3 microdeletion syndrome,32429,5,32,99,15,84,24,6,18,0.46875,0.1875,0.15151515151515152,0.46875,0.25,0.1875
8p23.1 duplication syndrome,33096,6,18,21,13,8,34,3,31,0.7222222222222222,0.16666666666666666,0.6190476190476191,0.7222222222222222,0.08823529411764706,0.16666666666666666
8p23.1 microdeletion syndrome,33094,2,49,45,44,1,21,4,17,0.8979591836734694,0.08163265306122448,0.9777777777777777,0.8979591836734694,0.19047619047619047,0.08163265306122448
19p13.12 microdeletion syndrome,32429,5,55,101,14,87,25,4,21,0.2545454545454545,0.07272727272727272,0.13861386138613863,0.2545454545454545,0.16,0.07272727272727272
"46,XY partial gonadal dysgenesis",38781,17,43,21,9,12,32,11,21,0.20930232558139536,0.2558139534883721,0.42857142857142855,0.20930232558139536,0.34375,0.2558139534883721
Inhalational botulism,32484,6,13,19,11,8,31,3,28,0.8461538461538461,0.23076923076923078,0.5789473684210527,0.8461538461538461,0.0967741935483871,0.23076923076923078
Distal 7q11.23 microdeletion syndrome,32429,3,12,99,4,95,28,2,26,0.3333333333333333,0.16666666666666666,0.04040404040404041,0.3333333333333333,0.07142857142857142,0.16666666666666666
Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,30105,6,3,22,4,18,29,2,27,1.3333333333333333,0.6666666666666666,0.18181818181818182,1.3333333333333333,0.06896551724137931,0.6666666666666666
ABetaL34V amyloidosis,33159,2,11,16,7,9,28,0,28,0.6363636363636364,0.0,0.4375,0.6363636363636364,0.0,0.0
Ebola hemorrhagic fever,32858,3,29,16,7,9,19,7,12,0.2413793103448276,0.2413793103448276,0.4375,0.2413793103448276,0.3684210526315789,0.2413793103448276
"ABeta amyloidosis, Arctic type",33133,0,2,16,0,16,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0
Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,29265,3,27,19,14,5,21,5,16,0.5185185185185185,0.18518518518518517,0.7368421052631579,0.5185185185185185,0.23809523809523808,0.18518518518518517
"ABeta amyloidosis, Iowa type",33133,1,9,16,6,10,23,1,22,0.6666666666666666,0.1111111111111111,0.375,0.6666666666666666,0.043478260869565216,0.1111111111111111
"ABeta amyloidosis, Italian type",33133,1,7,17,7,10,16,0,16,1.0,0.0,0.4117647058823529,1.0,0.0,0.0
Vitamin B12-unresponsive methylmalonic acidemia type mut0,27479,0,22,19,8,11,20,1,19,0.36363636363636365,0.045454545454545456,0.42105263157894735,0.36363636363636365,0.05,0.045454545454545456
Infantile-onset ascending hereditary spastic paralysis,28074,2,11,17,7,10,27,1,26,0.6363636363636364,0.09090909090909091,0.4117647058823529,0.6363636363636364,0.037037037037037035,0.09090909090909091
Lujo hemorrhagic fever,32850,4,59,17,7,10,23,9,14,0.11864406779661017,0.15254237288135594,0.4117647058823529,0.11864406779661017,0.391304347826087,0.15254237288135594
Acral self-healing collodion baby,33143,3,6,21,6,15,16,2,14,1.0,0.3333333333333333,0.2857142857142857,1.0,0.125,0.3333333333333333
Syndromic recessive X-linked ichthyosis,29420,1,21,17,14,3,18,2,16,0.6666666666666666,0.09523809523809523,0.8235294117647058,0.6666666666666666,0.1111111111111111,0.09523809523809523
Pseudoxanthomatous diffuse cutaneous mastocytosis,33261,4,2,11,1,10,16,0,16,0.5,0.0,0.09090909090909091,0.5,0.0,0.0
8q21.11 microdeletion syndrome,32429,6,39,100,11,89,24,3,21,0.28205128205128205,0.07692307692307693,0.11,0.28205128205128205,0.125,0.07692307692307693
Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,29644,10,2,22,3,19,26,1,25,1.5,0.5,0.13636363636363635,1.5,0.038461538461538464,0.5
10q22.3q23.3 microdeletion syndrome,32429,2,30,16,1,15,26,2,24,0.03333333333333333,0.06666666666666667,0.0625,0.03333333333333333,0.07692307692307693,0.06666666666666667
L1 syndrome,33504,1,16,21,15,6,14,0,14,0.9375,0.0,0.7142857142857143,0.9375,0.0,0.0
Mycophenolate mofetil embryopathy,33285,0,28,20,18,2,15,0,15,0.6428571428571429,0.0,0.9,0.6428571428571429,0.0,0.0
14q22q23 microdeletion syndrome,32429,2,40,16,3,13,25,3,22,0.075,0.075,0.1875,0.075,0.12,0.075
Bullous diffuse cutaneous mastocytosis,32208,2,7,14,5,9,19,2,17,0.7142857142857143,0.2857142857142857,0.35714285714285715,0.7142857142857143,0.10526315789473684,0.2857142857142857
Spasmus nutans,33399,6,3,22,3,19,32,2,30,1.0,0.6666666666666666,0.13636363636363635,1.0,0.0625,0.6666666666666666
Symptomatic form of Coffin-Lowry syndrome in female carriers,33213,2,21,18,15,3,34,2,32,0.7142857142857143,0.09523809523809523,0.8333333333333334,0.7142857142857143,0.058823529411764705,0.09523809523809523
10q22.3q23.3 microduplication syndrome,32869,1,21,19,15,4,30,2,28,0.7142857142857143,0.09523809523809523,0.7894736842105263,0.7142857142857143,0.06666666666666667,0.09523809523809523
"48,XYYY syndrome",32804,3,31,45,9,36,17,1,16,0.2903225806451613,0.03225806451612903,0.2,0.2903225806451613,0.058823529411764705,0.03225806451612903
Leydig cell hypoplasia,98776,14,23,28,3,25,25,4,21,0.13043478260869565,0.17391304347826086,0.10714285714285714,0.13043478260869565,0.16,0.17391304347826086
Familial thoracic aortic aneurysm and aortic dissection,32443,1,42,18,18,0,23,2,21,0.42857142857142855,0.047619047619047616,1.0,0.42857142857142855,0.08695652173913043,0.047619047619047616
Non-functioning pituitary adenoma,31063,12,58,27,12,15,30,13,17,0.20689655172413793,0.22413793103448276,0.4444444444444444,0.20689655172413793,0.43333333333333335,0.22413793103448276
Ring chromosome Y syndrome,32722,0,22,16,19,-3,20,0,20,0.8636363636363636,0.0,1.1875,0.8636363636363636,0.0,0.0
Wolfram-like syndrome,31066,2,22,16,12,4,29,3,26,0.5454545454545454,0.13636363636363635,0.75,0.5454545454545454,0.10344827586206896,0.13636363636363635
Müllerian aplasia and hyperandrogenism,27165,4,22,23,17,6,17,3,14,0.7727272727272727,0.13636363636363635,0.7391304347826086,0.7727272727272727,0.17647058823529413,0.13636363636363635
"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome",30775,1,26,17,15,2,27,1,26,0.5769230769230769,0.038461538461538464,0.8823529411764706,0.5769230769230769,0.037037037037037035,0.038461538461538464
Penile agenesis,32342,2,29,27,18,9,16,2,14,0.6206896551724138,0.06896551724137931,0.6666666666666666,0.6206896551724138,0.125,0.06896551724137931
"46,XY ovotesticular difference of sex development",39476,17,19,40,4,36,40,3,37,0.21052631578947367,0.15789473684210525,0.1,0.21052631578947367,0.075,0.15789473684210525
"46,XY difference of sex development due to isolated 17,20-lyase deficiency",32410,3,36,18,17,1,29,16,13,0.4722222222222222,0.4444444444444444,0.9444444444444444,0.4722222222222222,0.5517241379310345,0.4444444444444444
Diethylstilbestrol syndrome,33132,1,18,16,15,1,23,1,22,0.8333333333333334,0.05555555555555555,0.9375,0.8333333333333334,0.043478260869565216,0.05555555555555555
Testicular agenesis,99886,17,11,21,0,21,31,1,30,0.0,0.09090909090909091,0.0,0.0,0.03225806451612903,0.09090909090909091
Hypokalemic periodic paralysis,27428,2,22,17,14,3,22,5,17,0.6363636363636364,0.22727272727272727,0.8235294117647058,0.6363636363636364,0.22727272727272727,0.22727272727272727
STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,27745,1,47,17,16,1,26,4,22,0.3404255319148936,0.0851063829787234,0.9411764705882353,0.3404255319148936,0.15384615384615385,0.0851063829787234
Normosmic congenital hypogonadotropic hypogonadism,28407,7,38,43,34,9,20,7,13,0.8947368421052632,0.18421052631578946,0.7906976744186046,0.8947368421052632,0.35,0.18421052631578946
Thyroid lymphoma,32265,5,14,17,13,4,29,4,25,0.9285714285714286,0.2857142857142857,0.7647058823529411,0.9285714285714286,0.13793103448275862,0.2857142857142857
Parathyroid carcinoma,38953,6,37,6,1,5,22,8,14,0.02702702702702703,0.21621621621621623,0.16666666666666666,0.02702702702702703,0.36363636363636365,0.21621621621621623
Medullary thyroid carcinoma,32909,8,14,18,10,8,21,5,16,0.7142857142857143,0.35714285714285715,0.5555555555555556,0.7142857142857143,0.23809523809523808,0.35714285714285715
Anaplastic thyroid carcinoma,30749,5,23,19,3,16,33,10,23,0.13043478260869565,0.43478260869565216,0.15789473684210525,0.13043478260869565,0.30303030303030304,0.43478260869565216
Pituitary carcinoma,96147,10,22,20,2,18,20,2,18,0.09090909090909091,0.09090909090909091,0.1,0.09090909090909091,0.1,0.09090909090909091
Aorta coarctation,27670,0,18,17,13,4,19,1,18,0.7222222222222222,0.05555555555555555,0.7647058823529411,0.7222222222222222,0.05263157894736842,0.05555555555555555
Familial hypocalciuric hypercalcemia,27830,5,21,26,17,9,25,4,21,0.8095238095238095,0.19047619047619047,0.6538461538461539,0.8095238095238095,0.16,0.19047619047619047
Oral submucous fibrosis,32191,9,7,23,7,16,24,1,23,1.0,0.14285714285714285,0.30434782608695654,1.0,0.041666666666666664,0.14285714285714285
Attenuated Chédiak-Higashi syndrome,33060,1,15,16,14,2,20,1,19,0.9333333333333333,0.06666666666666667,0.875,0.9333333333333333,0.05,0.06666666666666667
Neonatal Marfan syndrome,38220,11,43,31,7,24,33,7,26,0.16279069767441862,0.16279069767441862,0.22580645161290322,0.16279069767441862,0.21212121212121213,0.16279069767441862
Xp22.13p22.2 duplication syndrome,33039,2,34,17,17,0,19,3,16,0.5,0.08823529411764706,1.0,0.5,0.15789473684210525,0.08823529411764706
6q terminal deletion syndrome,32311,1,49,43,43,0,35,3,32,0.8775510204081632,0.061224489795918366,1.0,0.8775510204081632,0.08571428571428572,0.061224489795918366
Xp21 deletion syndrome,32830,2,32,17,17,0,21,3,18,0.53125,0.09375,1.0,0.53125,0.14285714285714285,0.09375
Atypical Werner syndrome,32590,3,90,75,81,-6,21,6,15,0.9,0.06666666666666667,1.08,0.9,0.2857142857142857,0.06666666666666667
8p inverted duplication/deletion syndrome,39341,15,56,25,2,23,27,3,24,0.03571428571428571,0.05357142857142857,0.08,0.03571428571428571,0.1111111111111111,0.05357142857142857
Tetragametic chimerism syndrome,27635,2,18,16,17,-1,35,2,33,0.9444444444444444,0.1111111111111111,1.0625,0.9444444444444444,0.05714285714285714,0.1111111111111111
